city,timestamp,temperature,season
New York,2010-01-01,5.359925396323234,winter
New York,2010-01-02,3.8896342514876245,winter
New York,2010-01-03,8.575461665972714,winter
New York,2010-01-04,-1.0738263156730488,winter
New York,2010-01-05,6.267182977617018,winter
New York,2010-01-06,2.838205964250374,winter
New York,2010-01-07,3.2017113976432765,winter
New York,2010-01-08,5.589643003204556,winter
New York,2010-01-09,0.887725174916649,winter
New York,2010-01-10,6.790669023314251,winter
New York,2010-01-11,5.059455232545142,winter
New York,2010-01-12,-1.213645033111792,winter
New York,2010-01-13,3.3517587892667273,winter
New York,2010-01-14,-1.2702251000849967,winter
New York,2010-01-15,0.09683048784518586,winter
New York,2010-01-16,-4.510657113728042,winter
New York,2010-01-17,3.4177533509179843,winter
New York,2010-01-18,5.669746721439867,winter
New York,2010-01-19,3.0970567359375307,winter
New York,2010-01-20,1.4779446135934582,winter
New York,2010-01-21,4.570193514120147,winter
New York,2010-01-22,-5.435709133540744,winter
New York,2010-01-23,-1.370389004606491,winter
New York,2010-01-24,-0.36889391073290434,winter
New York,2010-01-25,-15.448634787531406,winter
New York,2010-01-26,5.401079438235015,winter
New York,2010-01-27,4.368930494892933,winter
New York,2010-01-28,-2.6440435102154245,winter
New York,2010-01-29,3.3035907848527675,winter
New York,2010-01-30,0.510047277554296,winter
New York,2010-01-31,-4.763514998844732,winter
New York,2010-02-01,-2.0530604582367995,winter
New York,2010-02-02,-5.857536915029472,winter
New York,2010-02-03,5.259561562899629,winter
New York,2010-02-04,5.373320067321689,winter
New York,2010-02-05,-1.115411278161214,winter
New York,2010-02-06,4.4669674873289456,winter
New York,2010-02-07,-3.6290965219063356,winter
New York,2010-02-08,-2.750517541815174,winter
New York,2010-02-09,7.211194831890917,winter
New York,2010-02-10,1.3828437228049404,winter
New York,2010-02-11,3.280734482633872,winter
New York,2010-02-12,-11.744175691413963,winter
New York,2010-02-13,-2.998844645138746,winter
New York,2010-02-14,-3.4043959419786085,winter
New York,2010-02-15,-3.95396532169703,winter
New York,2010-02-16,-8.621510230097323,winter
New York,2010-02-17,0.6818966713613123,winter
New York,2010-02-18,7.133477136241626,winter
New York,2010-02-19,2.8930467712200554,winter
New York,2010-02-20,-3.1012448069789396,winter
New York,2010-02-21,7.478967627559171,winter
New York,2010-02-22,6.554909378863303,winter
New York,2010-02-23,-1.9717370091382047,winter
New York,2010-02-24,-6.180703931853967,winter
New York,2010-02-25,-2.2283594272016565,winter
New York,2010-02-26,1.4147417667780178,winter
New York,2010-02-27,-2.581791872591511,winter
New York,2010-02-28,5.137133294971403,winter
New York,2010-03-01,9.709996585268332,spring
New York,2010-03-02,12.417475681729432,spring
New York,2010-03-03,14.004388318215035,spring
New York,2010-03-04,10.772654111241655,spring
New York,2010-03-05,12.639636802224755,spring
New York,2010-03-06,-2.1688157802482717,spring
New York,2010-03-07,12.137951136200906,spring
New York,2010-03-08,11.52011422405362,spring
New York,2010-03-09,15.703058418578369,spring
New York,2010-03-10,6.791623205860839,spring
New York,2010-03-11,12.158113656287306,spring
New York,2010-03-12,12.4512835582641,spring
New York,2010-03-13,8.13111528582663,spring
New York,2010-03-14,13.12803965305418,spring
New York,2010-03-15,8.076740442409339,spring
New York,2010-03-16,8.912519379330373,spring
New York,2010-03-17,11.77783455476346,spring
New York,2010-03-18,7.005055705795699,spring
New York,2010-03-19,16.047291733594253,spring
New York,2010-03-20,11.151922186824194,spring
New York,2010-03-21,16.88431037284503,spring
New York,2010-03-22,16.660300222749942,spring
New York,2010-03-23,10.138536871634473,spring
New York,2010-03-24,1.5012726950532205,spring
New York,2010-03-25,-0.5708261776623758,spring
New York,2010-03-26,19.60652496638795,spring
New York,2010-03-27,13.742859900536303,spring
New York,2010-03-28,9.821734410612859,spring
New York,2010-03-29,12.190680658751557,spring
New York,2010-03-30,11.159578784644438,spring
New York,2010-03-31,17.92835562822141,spring
New York,2010-04-01,17.226060371996297,spring
New York,2010-04-02,3.4069589669612386,spring
New York,2010-04-03,13.685929680836978,spring
New York,2010-04-04,8.044549624846994,spring
New York,2010-04-05,0.7303952478239761,spring
New York,2010-04-06,17.362398345834716,spring
New York,2010-04-07,7.057905778307082,spring
New York,2010-04-08,9.358194012984596,spring
New York,2010-04-09,9.92048415124213,spring
New York,2010-04-10,9.444502661851939,spring
New York,2010-04-11,5.093267104490264,spring
New York,2010-04-12,6.868346363001255,spring
New York,2010-04-13,9.965588179563891,spring
New York,2010-04-14,2.8260717560403137,spring
New York,2010-04-15,12.907613618859905,spring
New York,2010-04-16,17.838111999227905,spring
New York,2010-04-17,15.901137276991957,spring
New York,2010-04-18,4.815417014634868,spring
New York,2010-04-19,18.800446861556736,spring
New York,2010-04-20,3.954467909982217,spring
New York,2010-04-21,3.9355787947908123,spring
